ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
lagoon-sample2_16_0	479	2	481	lagoon-sample2_16	491	-		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953;Clostridiaceae Pribram 1933;Clostridium Prazmowski 1880 emend. Lawson and Rainey 2016; (1485)	CatB-related O-acetyltransferase
lagoon-sample2_58_0	878	1	879	lagoon-sample2_58	881	+		root;cellular organisms;prokaryotes;purple photosynthetic bacteria and relatives;not Thiobacteria Cavalier-Smith 2002;not Epsilobacteria Cavalier-Smith 2002;Campylobacterales Garrity et al. 2006;Campylobacteraceae Vandamme and De Ley 1991;Sulfurospirillum Schumacher et al. 1993 emend. Luijten et al. 2003; (57665)	hypothetical protein
lagoon-sample2_42_0	380	1	381	lagoon-sample2_42	509	+		root; (1)	hypothetical protein
lagoon-sample2_42_1	98	409	507	lagoon-sample2_42	509	+		root; (1)	hypothetical protein
24_0_rRNA	0	56	320	lagoon-sample2_24	0	+		root; (1)	16S rRNA
lagoon-sample2_37_0	401	3	404	lagoon-sample2_37	404	-		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+; (1239)	MULTISPECIES: cation:dicarboxylase symporter family transporter
lagoon-sample2_70_0	395	1	396	lagoon-sample2_70	396	-		root;cellular organisms;prokaryotes;purple photosynthetic bacteria and relatives;not Thiobacteria Cavalier-Smith 2002;delta subgroup; (28221)	sulfatase-like hydrolase/transferase
lagoon-sample2_5_0	242	276	518	lagoon-sample2_5	518	+		root; (1)	hypothetical protein
5_0_tRNA	72	380	452	lagoon-sample2_5	518	-		root; (1)	tRNA-Ala
lagoon-sample2_115_0	506	3	509	lagoon-sample2_115	510	+		root; (1)	# GH116 # bacteria #
lagoon-sample2_106_0	626	104	730	lagoon-sample2_106	818	+		root; (1)	hypothetical protein
lagoon-sample2_108_0	299	1	300	lagoon-sample2_108	302	-		root; (1)	hypothetical protein
lagoon-sample2_12_0	101	334	435	lagoon-sample2_12	437	+		root; (1)	hypothetical protein
12_0_rRNA	0	68	437	lagoon-sample2_12	0	+		root; (1)	16S rRNA
lagoon-sample2_91_0	317	1	318	lagoon-sample2_91	366	+		root; (1)	hypothetical protein
lagoon-sample2_90_0	641	2	643	lagoon-sample2_90	5155	+		root; (1)	hypothetical protein
lagoon-sample2_90_1	1097	657	1754	lagoon-sample2_90	5155	+		root;cellular organisms;prokaryotes;Fibrobacteres/Acidobacteria group;Cytophagales/Green sulfur bacteria group;Cytophaga-Flexibacter-Bacteroides phylum;Bacteroidia Krieg 2012;Bacteroidales Krieg 2012;unclassified Bacteroidales;unclassified Bacteroidales (miscellaneous);Bacteroides sp. CF50; (1400053)	methylmalonyl Co-A mutase-associated GTPase MeaB
lagoon-sample2_90_2	1163	1755	2918	lagoon-sample2_90	5155	+		root;cellular organisms;prokaryotes;Fibrobacteres/Acidobacteria group;Cytophagales/Green sulfur bacteria group;Cytophaga-Flexibacter-Bacteroides phylum;Bacteroidia Krieg 2012;Bacteroidales Krieg 2012;unclassified Bacteroidales;unclassified Bacteroidales (miscellaneous);Bacteroides sp. CF50; (1400053)	arsenic efflux protein
lagoon-sample2_90_3	2039	2943	4982	lagoon-sample2_90	5155	-		root;cellular organisms;prokaryotes;Fibrobacteres/Acidobacteria group;Cytophagales/Green sulfur bacteria group;Cytophaga-Flexibacter-Bacteroides phylum;Bacteroidia Krieg 2012;Bacteroidales Krieg 2012;unclassified Bacteroidales;unclassified Bacteroidales (miscellaneous);Bacteroides sp. CF50; (1400053)	transcription termination factor Rho
lagoon-sample2_99_0	272	3	275	lagoon-sample2_99	864	-		root; (1)	# GT2 # bacteria #
lagoon-sample2_99_1	551	313	864	lagoon-sample2_99	864	-		root; (1)	hypothetical protein
lagoon-sample2_31_0	335	2	337	lagoon-sample2_31	337	+		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953;Clostridiaceae Pribram 1933; (31979)	Sugar kinases, ribokinase family # K00874
lagoon-sample2_45_0	107	1	108	lagoon-sample2_45	417	-		root; (1)	hypothetical protein
lagoon-sample2_45_1	308	109	417	lagoon-sample2_45	417	-		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953;Clostridiaceae Pribram 1933;Proteiniclasticum Zhang et al. 2010;strain D3RC-2; (398199)	acyl-CoA synthetase FdrA
lagoon-sample2_51_0	167	2	169	lagoon-sample2_51	477	-		root; (1)	hypothetical protein
lagoon-sample2_51_1	224	251	475	lagoon-sample2_51	477	-		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+; (1239)	DUF302 domain-containing protein
lagoon-sample2_73_0	863	2	865	lagoon-sample2_73	865	+		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953;Clostridiaceae Pribram 1933;Proteiniclasticum Zhang et al. 2010;strain D3RC-2; (398199)	helicase-exonuclease AddAB subunit AddB
lagoon-sample2_15_0	143	2	145	lagoon-sample2_15	561	-		root; (1)	hypothetical protein
lagoon-sample2_15_1	440	120	560	lagoon-sample2_15	561	-		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953;unclassified Clostridiales;Intestinimonas Klaring et al. 2013;strain SRB-521-5-I; (1297617)	EF2563 family selenium-dependent molybdenum hydroxylase system protein
lagoon-sample2_39_0	476	3	479	lagoon-sample2_39	484	+		root; (1)	hypothetical protein
lagoon-sample2_103_0	464	2	466	lagoon-sample2_103	722	-		root; (1)	hypothetical protein
lagoon-sample2_103_1	92	628	720	lagoon-sample2_103	722	+		root; (1)	hypothetical protein
lagoon-sample2_107_0	467	2	469	lagoon-sample2_107	471	+		root; (1)	hypothetical protein
lagoon-sample2_75_0	413	3	416	lagoon-sample2_75	460	+		root;cellular organisms;prokaryotes;Terrabacteria group;green nonsulfur bacteria;Anaerolineae Yamada et al. 2006;Anaerolineales Yamada et al. 2006;Anaerolineaceae Yamada et al. 2006; (292628)	transglycosylase domain-containing protein
8_0_rRNA	0	1	225	lagoon-sample2_8	0	+		root; (1)	16S rRNA
lagoon-sample2_89_0	341	3	344	lagoon-sample2_89	345	-		root;cellular organisms;prokaryotes;purple photosynthetic bacteria and relatives;gamma subgroup; (1236)	MULTISPECIES: universal stress protein
lagoon-sample2_60_0	656	2	658	lagoon-sample2_60	859	-		root; (1)	hypothetical protein
lagoon-sample2_88_0	320	2	322	lagoon-sample2_88	690	-		root; (1)	hypothetical protein
lagoon-sample2_88_1	215	475	690	lagoon-sample2_88	690	-		root; (1)	hypothetical protein
lagoon-sample2_35_0	347	2	349	lagoon-sample2_35	759	+		root;cellular organisms;prokaryotes;Fibrobacteres/Acidobacteria group;Cytophagales/Green sulfur bacteria group;Cytophaga-Flexibacter-Bacteroides phylum;Bacteroidia Krieg 2012;Bacteroidales Krieg 2012;Bacteroidaceae Pribram 1933;Ristella;strain XDT-1; (477666)	MULTISPECIES: DUF4348 domain-containing protein
lagoon-sample2_35_1	392	366	758	lagoon-sample2_35	759	+		root;cellular organisms;prokaryotes;Fibrobacteres/Acidobacteria group;Cytophagales/Green sulfur bacteria group;Cytophaga-Flexibacter-Bacteroides phylum;Bacteroidia Krieg 2012;Bacteroidales Krieg 2012;Bacteroidaceae Pribram 1933;Ristella;strain XDT-1; (477666)	MULTISPECIES: UDP-N-acetylmuramate dehydrogenase
lagoon-sample2_29_0	371	2	373	lagoon-sample2_29	374	+		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953;Clostridiaceae Pribram 1933;Proteiniclasticum Zhang et al. 2010;strain D3RC-2; (398199)	cytidyltransferase
lagoon-sample2_28_0	143	2	145	lagoon-sample2_28	410	-		root; (1)	hypothetical protein
28_0_rRNA	0	46	249	lagoon-sample2_28	0	+		root; (1)	16S rRNA
lagoon-sample2_72_0	272	164	436	lagoon-sample2_72	436	-		root;cellular organisms;prokaryotes; (2157)	DUF554 domain-containing protein
lagoon-sample2_111_0	515	3	518	lagoon-sample2_111	518	+		root; (1)	hypothetical protein
lagoon-sample2_3_0	101	1	102	lagoon-sample2_3	480	-		root; (1)	hypothetical protein
3_0_tRNA	72	339	411	lagoon-sample2_3	480	-		root; (1)	tRNA-Ala
lagoon-sample2_92_0	311	1	312	lagoon-sample2_92	312	+		root; (1)	hypothetical protein
lagoon-sample2_110_0	152	1	153	lagoon-sample2_110	310	-		root; (1)	hypothetical protein
lagoon-sample2_22_0	68	1	69	lagoon-sample2_22	665	+		root; (1)	hypothetical protein
22_0_rRNA	0	27	665	lagoon-sample2_22	0	+		root; (1)	16S rRNA
lagoon-sample2_104_0	797	2	799	lagoon-sample2_104	799	-		root; (1)	hypothetical protein
lagoon-sample2_114_0	317	1	318	lagoon-sample2_114	318	+		root; (1)	hypothetical protein
lagoon-sample2_7_0	134	1	135	lagoon-sample2_7	325	+		root; (1)	hypothetical protein
7_0_rRNA	0	21	325	lagoon-sample2_7	0	+		root; (1)	16S rRNA
lagoon-sample2_65_0	515	3	518	lagoon-sample2_65	592	+		root;cellular organisms;eukaryotes;opisthokonts;multicellular animals;Eumetazoa;Bilateria;deuterostomes;chordates;Craniata;vertebrates;jawed vertebrates;Teleostomi;bony vertebrates;Sarcopterygii;Dipnotetrapodomorpha;tetrapods;amniotes;sauropsids;diapsids;reptiles;squamates;split-tongued squamates;Unidentata;scincomorph lizards;skinks;Sphenomorphinae;Ristella Gray 1839; (245672)	MULTISPECIES: argininosuccinate lyase
lagoon-sample2_71_0	215	128	343	lagoon-sample2_71	343	-		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953; (186802)	MULTISPECIES: hydrogenase maturation protease
lagoon-sample2_50_0	410	3	413	lagoon-sample2_50	413	+		root;cellular organisms;prokaryotes;Terrabacteria group;low GC Gram+;Clostridia Rainey 2010;Clostridiales Prevot 1953;Clostridiaceae Pribram 1933;Proteiniclasticum Zhang et al. 2010;strain D3RC-2; (398199)	protein translocase subunit SecF
lagoon-sample2_118_0	806	2	808	lagoon-sample2_118	4995	+		root; (1)	# GT9 # bacteria #
lagoon-sample2_118_1	1280	983	2263	lagoon-sample2_118	4995	-		root; (1)	hypothetical protein
lagoon-sample2_118_2	347	2275	2622	lagoon-sample2_118	4995	-		root; (1)	hypothetical protein
lagoon-sample2_118_3	341	3068	3409	lagoon-sample2_118	4995	+		root; (1)	hypothetical protein
lagoon-sample2_118_4	1253	3393	4646	lagoon-sample2_118	4995	+		root; (1)	hypothetical protein
lagoon-sample2_118_5	128	4865	4993	lagoon-sample2_118	4995	+		root; (1)	hypothetical protein
lagoon-sample2_44_0	1862	2	1864	lagoon-sample2_44	2627	-		root;cellular organisms;prokaryotes;purple photosynthetic bacteria and relatives;gamma subgroup;gamma-3 proteobacteria; (91347)	MULTISPECIES: choline BCCT transporter BetT
lagoon-sample2_44_1	443	2123	2566	lagoon-sample2_44	2627	+		root;cellular organisms;prokaryotes;purple photosynthetic bacteria and relatives;gamma subgroup;gamma-3 proteobacteria; (91347)	nickel-responsive transcriptional regulator NikR
lagoon-sample2_0_0	329	3	332	lagoon-sample2_0	333	+		root;cellular organisms;prokaryotes;purple photosynthetic bacteria and relatives;gamma subgroup;gamma-3 proteobacteria; (91347)	Phosphoribosylformylglycinamidine synthase # K01952
